TimeStep,Precip_mm,Precip_m
09/13/2007 10,0,0
09/13/2007 11,0,0
09/13/2007 12,0,0
09/13/2007 13,0,0
09/13/2007 14,0,0
09/13/2007 15,0,0
09/13/2007 16,0,0
09/13/2007 17,0,0
09/13/2007 18,0,0
09/13/2007 19,0,0
09/13/2007 20,0,0
09/13/2007 21,0,0
09/13/2007 22,0,0
09/13/2007 23,0,0
09/14/2007 00,0,0
09/14/2007 01,0,0
09/14/2007 02,0,0
09/14/2007 03,0,0
09/14/2007 04,0,0
09/14/2007 05,0,0
09/14/2007 06,0,0
09/14/2007 07,0,0
09/14/2007 08,0,0
09/14/2007 09,0,0
09/14/2007 10,0,0
09/14/2007 11,0,0
09/14/2007 12,0,0
09/14/2007 13,0,0
09/14/2007 14,0,0
09/14/2007 15,0,0
09/14/2007 16,0,0
09/14/2007 17,0.2,0.0002
09/14/2007 18,1.2,0.0012
09/14/2007 19,0,0
09/14/2007 20,0.4,0.0004
09/14/2007 21,0.5,0.0005
09/14/2007 22,1.3,0.0013
09/14/2007 23,0,0
09/15/2007 00,0,0
09/15/2007 01,0,0
09/15/2007 02,0,0
09/15/2007 03,0,0
09/15/2007 04,0,0
09/15/2007 05,0,0
09/15/2007 06,0,0
09/15/2007 07,0,0
09/15/2007 08,0,0
09/15/2007 09,0,0
09/15/2007 10,0,0
09/15/2007 11,0,0
09/15/2007 12,0,0
09/15/2007 13,0,0
09/15/2007 14,0,0
09/15/2007 15,0,0
09/15/2007 16,0,0
09/15/2007 17,0,0
09/15/2007 18,0,0
09/15/2007 19,0,0
09/15/2007 20,0,0
09/15/2007 21,0,0
09/15/2007 22,0,0
09/15/2007 23,0,0
09/16/2007 00,0,0
09/16/2007 01,0,0
09/16/2007 02,0,0
09/16/2007 03,0,0
09/16/2007 04,0,0
09/16/2007 05,0,0
09/16/2007 06,0,0
09/16/2007 07,0,0
09/16/2007 08,0,0
09/16/2007 09,0,0
09/16/2007 10,0,0
09/16/2007 11,0,0
09/16/2007 12,0,0
09/16/2007 13,0,0
09/16/2007 14,0,0
09/16/2007 15,0,0
09/16/2007 16,0,0
09/16/2007 17,0,0
09/16/2007 18,0,0
09/16/2007 19,0,0
09/16/2007 20,0,0
09/16/2007 21,0,0
09/16/2007 22,0,0
09/16/2007 23,0,0
09/17/2007 00,0,0
09/17/2007 01,0,0
09/17/2007 02,0,0
09/17/2007 03,0,0
09/17/2007 04,0,0
09/17/2007 05,0,0
09/17/2007 06,0,0
09/17/2007 07,0,0
09/17/2007 08,0,0
09/17/2007 09,0,0
09/17/2007 10,0,0
09/17/2007 11,0,0
09/17/2007 12,0,0
09/17/2007 13,0,0
09/17/2007 14,0,0
09/17/2007 15,0,0
09/17/2007 16,0,0
09/17/2007 17,0,0
09/17/2007 18,0,0
09/17/2007 19,0,0
09/17/2007 20,0,0
09/17/2007 21,0,0
09/17/2007 22,0,0
09/17/2007 23,0,0
09/18/2007 00,0,0
09/18/2007 01,0,0
09/18/2007 02,0,0
09/18/2007 03,0,0
09/18/2007 04,0,0
09/18/2007 05,0,0
09/18/2007 06,0,0
09/18/2007 07,0,0
09/18/2007 08,0,0
09/18/2007 09,0,0
09/18/2007 10,0,0
09/18/2007 11,0,0
09/18/2007 12,0,0
09/18/2007 13,0,0
09/18/2007 14,0,0
09/18/2007 15,0,0
09/18/2007 16,0,0
09/18/2007 17,0,0
09/18/2007 18,0,0
09/18/2007 19,0,0
09/18/2007 20,0,0
09/18/2007 21,0,0
09/18/2007 22,0,0
09/18/2007 23,0,0
09/19/2007 00,0,0
09/19/2007 01,0,0
09/19/2007 02,0,0
09/19/2007 03,0,0
09/19/2007 04,0,0
09/19/2007 05,0,0
09/19/2007 06,0,0
09/19/2007 07,0,0
09/19/2007 08,0,0
09/19/2007 09,0,0
09/19/2007 10,0,0
09/19/2007 11,0,0
09/19/2007 12,0,0
09/19/2007 13,0,0
09/19/2007 14,0,0
09/19/2007 15,0,0
09/19/2007 16,0,0
09/19/2007 17,0,0
09/19/2007 18,0,0
09/19/2007 19,0,0
09/19/2007 20,0,0
09/19/2007 21,0,0
09/19/2007 22,0,0
09/19/2007 23,0,0
09/20/2007 00,0,0
09/20/2007 01,0,0
09/20/2007 02,0,0
09/20/2007 03,0,0
09/20/2007 04,0,0
09/20/2007 05,0,0
09/20/2007 06,0,0
09/20/2007 07,0,0
09/20/2007 08,0,0
09/20/2007 09,0,0
09/20/2007 10,0,0
09/20/2007 11,0,0
09/20/2007 12,0,0
09/20/2007 13,0,0
09/20/2007 14,0,0
09/20/2007 15,0,0
09/20/2007 16,0,0
09/20/2007 17,0,0
09/20/2007 18,0,0
09/20/2007 19,0,0
09/20/2007 20,0,0
09/20/2007 21,0,0
09/20/2007 22,0,0
09/20/2007 23,0,0
09/21/2007 00,0,0
09/21/2007 01,0,0
09/21/2007 02,0,0
09/21/2007 03,0,0
09/21/2007 04,0,0
09/21/2007 05,0,0
09/21/2007 06,0,0
09/21/2007 07,0,0
09/21/2007 08,0,0
09/21/2007 09,0,0
09/21/2007 10,0,0
09/21/2007 11,0,0
09/21/2007 12,0,0
09/21/2007 13,0,0
09/21/2007 14,0,0
09/21/2007 15,0,0
09/21/2007 16,0,0
09/21/2007 17,0,0
09/21/2007 18,0,0
09/21/2007 19,0,0
09/21/2007 20,0,0
09/21/2007 21,0,0
09/21/2007 22,0,0
09/21/2007 23,0,0
09/22/2007 00,0,0
09/22/2007 01,0,0
09/22/2007 02,0,0
09/22/2007 03,0,0
09/22/2007 04,0,0
09/22/2007 05,0,0
09/22/2007 06,0,0
09/22/2007 07,0,0
09/22/2007 08,0,0
09/22/2007 09,0,0
09/22/2007 10,0,0
09/22/2007 11,0,0
09/22/2007 12,0,0
09/22/2007 13,0,0
09/22/2007 14,0,0
09/22/2007 15,0,0
09/22/2007 16,0,0
09/22/2007 17,0,0
09/22/2007 18,0,0
09/22/2007 19,0,0
09/22/2007 20,0,0
09/22/2007 21,0,0
09/22/2007 22,0,0
09/22/2007 23,0,0
09/23/2007 00,0,0
09/23/2007 01,0,0
09/23/2007 02,0,0
09/23/2007 03,0,0
09/23/2007 04,0,0
09/23/2007 05,0,0
09/23/2007 06,0,0
09/23/2007 07,0,0
09/23/2007 08,0,0
09/23/2007 09,0,0
09/23/2007 10,0,0
09/23/2007 11,0,0
09/23/2007 12,0,0
09/23/2007 13,0,0
09/23/2007 14,0,0
09/23/2007 15,0,0
09/23/2007 16,0,0
09/23/2007 17,0,0
09/23/2007 18,0,0
09/23/2007 19,0,0
09/23/2007 20,0,0
09/23/2007 21,0,0
09/23/2007 22,0,0
09/23/2007 23,0,0
09/24/2007 00,0,0
09/24/2007 01,0,0
09/24/2007 02,0,0
09/24/2007 03,0,0
09/24/2007 04,0,0
09/24/2007 05,0,0
09/24/2007 06,0,0
09/24/2007 07,0,0
09/24/2007 08,0,0
09/24/2007 09,0,0
09/24/2007 10,0,0
09/24/2007 11,0,0
09/24/2007 12,0,0
09/24/2007 13,0,0
09/24/2007 14,0,0
09/24/2007 15,0,0
09/24/2007 16,0,0
09/24/2007 17,0,0
09/24/2007 18,0,0
09/24/2007 19,0,0
09/24/2007 20,0,0
09/24/2007 21,0,0
09/24/2007 22,0,0
09/24/2007 23,0,0
09/25/2007 00,0,0
09/25/2007 01,0,0
09/25/2007 02,0,0
09/25/2007 03,0,0
09/25/2007 04,0,0
09/25/2007 05,0,0
09/25/2007 06,0,0
09/25/2007 07,0,0
09/25/2007 08,0,0
09/25/2007 09,0,0
09/25/2007 10,0,0
09/25/2007 11,0,0
09/25/2007 12,0,0
09/25/2007 13,0,0
09/25/2007 14,0,0
09/25/2007 15,0,0
09/25/2007 16,0,0
09/25/2007 17,0,0
09/25/2007 18,0,0
09/25/2007 19,0,0
09/25/2007 20,0,0
09/25/2007 21,0,0
09/25/2007 22,0,0
09/25/2007 23,0,0
09/26/2007 00,0,0
09/26/2007 01,0,0
09/26/2007 02,0,0
09/26/2007 03,0,0
09/26/2007 04,0,0
09/26/2007 05,0,0
09/26/2007 06,0,0
09/26/2007 07,0,0
09/26/2007 08,0,0
09/26/2007 09,0,0
09/26/2007 10,0,0
09/26/2007 11,0,0
09/26/2007 12,0,0
09/26/2007 13,0,0
09/26/2007 14,0,0
09/26/2007 15,0,0
09/26/2007 16,0,0
09/26/2007 17,0,0
09/26/2007 18,0,0
09/26/2007 19,0,0
09/26/2007 20,0,0
09/26/2007 21,0,0
09/26/2007 22,0,0
09/26/2007 23,0,0
09/27/2007 00,0,0
09/27/2007 01,0,0
09/27/2007 02,0,0
09/27/2007 03,0,0
09/27/2007 04,4.7,0.0047
09/27/2007 05,0.3,0.0003
09/27/2007 06,0.5,0.0005
09/27/2007 07,0,0
09/27/2007 08,0,0
09/27/2007 09,0,0
09/27/2007 10,0,0
09/27/2007 11,0,0
09/27/2007 12,0,0
09/27/2007 13,0,0
09/27/2007 14,0,0
09/27/2007 15,0,0
09/27/2007 16,0,0
09/27/2007 17,0,0
09/27/2007 18,0.4,0.0004
09/27/2007 19,2.2,0.0022
09/27/2007 20,0.9,0.0009
09/27/2007 21,0,0
09/27/2007 22,0,0
09/27/2007 23,0,0
09/28/2007 00,0,0
09/28/2007 01,0,0
09/28/2007 02,0,0
09/28/2007 03,0,0
09/28/2007 04,0,0
09/28/2007 05,0.3,0.0003
09/28/2007 06,0.3,0.0003
09/28/2007 07,0,0
09/28/2007 08,0,0
09/28/2007 09,0,0
09/28/2007 10,0,0
09/28/2007 11,0,0
09/28/2007 12,0,0
09/28/2007 13,0,0
09/28/2007 14,0,0
09/28/2007 15,0,0
09/28/2007 16,0,0
09/28/2007 17,0.2,0.0002
09/28/2007 18,0,0
09/28/2007 19,0,0
09/28/2007 20,0,0
09/28/2007 21,0,0
09/28/2007 22,0,0
09/28/2007 23,0,0
09/29/2007 00,0,0
09/29/2007 01,0,0
09/29/2007 02,0,0
09/29/2007 03,0,0
09/29/2007 04,0,0
09/29/2007 05,0,0
09/29/2007 06,0,0
09/29/2007 07,0,0
09/29/2007 08,0,0
09/29/2007 09,0,0
09/29/2007 10,0,0
09/29/2007 11,0,0
09/29/2007 12,0,0
09/29/2007 13,0,0
09/29/2007 14,0,0
09/29/2007 15,0,0
09/29/2007 16,0,0
09/29/2007 17,0,0
09/29/2007 18,0,0
09/29/2007 19,0,0
09/29/2007 20,0,0
09/29/2007 21,0,0
09/29/2007 22,0,0
09/29/2007 23,0,0
09/30/2007 00,0,0
09/30/2007 01,0,0
09/30/2007 02,0,0
09/30/2007 03,0,0
09/30/2007 04,0,0
09/30/2007 05,0,0
09/30/2007 06,0,0
09/30/2007 07,0,0
09/30/2007 08,0,0
09/30/2007 09,0,0
09/30/2007 10,0,0
09/30/2007 11,0,0
09/30/2007 12,0,0
09/30/2007 13,0,0
09/30/2007 14,0,0
09/30/2007 15,0,0
09/30/2007 16,0,0
09/30/2007 17,0,0
09/30/2007 18,0,0
09/30/2007 19,0,0
09/30/2007 20,0,0
09/30/2007 21,0,0
09/30/2007 22,0,0
09/30/2007 23,0,0
10/01/2007 00,0,0
10/01/2007 01,0,0
10/01/2007 02,0.1,0.0001
10/01/2007 03,0,0
10/01/2007 04,0,0
10/01/2007 05,0,0
10/01/2007 06,0,0
10/01/2007 07,0,0
10/01/2007 08,0,0
10/01/2007 09,0,0
10/01/2007 10,0,0
10/01/2007 11,0,0
10/01/2007 12,0,0
10/01/2007 13,0,0
10/01/2007 14,0,0
10/01/2007 15,0,0
10/01/2007 16,0,0
10/01/2007 17,0,0
10/01/2007 18,0,0
10/01/2007 19,0,0
10/01/2007 20,0,0
10/01/2007 21,0,0
10/01/2007 22,0,0
10/01/2007 23,0,0
10/02/2007 00,0,0
10/02/2007 01,0,0
10/02/2007 02,0,0
10/02/2007 03,0,0
10/02/2007 04,0,0
10/02/2007 05,0,0
10/02/2007 06,0,0
10/02/2007 07,0,0
10/02/2007 08,0,0
10/02/2007 09,0,0
10/02/2007 10,0,0
10/02/2007 11,0,0
10/02/2007 12,0,0
10/02/2007 13,0,0
10/02/2007 14,0,0
10/02/2007 15,0,0
10/02/2007 16,0,0
10/02/2007 17,0,0
10/02/2007 18,0,0
10/02/2007 19,0,0
10/02/2007 20,0,0
10/02/2007 21,0,0
10/02/2007 22,0,0
10/02/2007 23,0,0
10/03/2007 00,0,0
10/03/2007 01,0,0
10/03/2007 02,0,0
10/03/2007 03,0,0
10/03/2007 04,0,0
10/03/2007 05,0,0
10/03/2007 06,0,0
10/03/2007 07,0,0
10/03/2007 08,0,0
10/03/2007 09,0,0
10/03/2007 10,0,0
10/03/2007 11,0,0
10/03/2007 12,0,0
10/03/2007 13,0,0
10/03/2007 14,0,0
10/03/2007 15,0,0
10/03/2007 16,0,0
10/03/2007 17,0,0
10/03/2007 18,0,0
10/03/2007 19,0,0
10/03/2007 20,0,0
10/03/2007 21,0,0
10/03/2007 22,0,0
10/03/2007 23,0,0
10/04/2007 00,0,0
10/04/2007 01,0,0
10/04/2007 02,0,0
10/04/2007 03,0,0
10/04/2007 04,0,0
10/04/2007 05,0,0
10/04/2007 06,0,0
10/04/2007 07,0,0
10/04/2007 08,0,0
10/04/2007 09,0,0
10/04/2007 10,0,0
10/04/2007 11,0,0
10/04/2007 12,0,0
10/04/2007 13,0,0
10/04/2007 14,0,0
10/04/2007 15,0,0
10/04/2007 16,0,0
10/04/2007 17,0,0
10/04/2007 18,0,0
10/04/2007 19,0,0
10/04/2007 20,0,0
10/04/2007 21,0,0
10/04/2007 22,0,0
10/04/2007 23,0,0
10/05/2007 00,0,0
10/05/2007 01,0,0
10/05/2007 02,0,0
10/05/2007 03,0,0
10/05/2007 04,0,0
10/05/2007 05,0,0
10/05/2007 06,0,0
10/05/2007 07,0,0
10/05/2007 08,0,0
10/05/2007 09,0,0
10/05/2007 10,0,0
10/05/2007 11,0,0
10/05/2007 12,0,0
10/05/2007 13,0,0
10/05/2007 14,0,0
10/05/2007 15,0,0
10/05/2007 16,0,0
10/05/2007 17,0,0
10/05/2007 18,0,0
10/05/2007 19,0,0
10/05/2007 20,0,0
10/05/2007 21,0,0
10/05/2007 22,0,0
10/05/2007 23,0,0
10/06/2007 00,0,0
10/06/2007 01,0,0
10/06/2007 02,0,0
10/06/2007 03,0,0
10/06/2007 04,0,0
10/06/2007 05,0,0
10/06/2007 06,0,0
10/06/2007 07,0,0
10/06/2007 08,0,0
10/06/2007 09,0,0
10/06/2007 10,0,0
10/06/2007 11,0,0
10/06/2007 12,0,0
10/06/2007 13,0,0
10/06/2007 14,0,0
10/06/2007 15,0,0
10/06/2007 16,0,0
10/06/2007 17,0,0
10/06/2007 18,0,0
10/06/2007 19,0,0
10/06/2007 20,0,0
10/06/2007 21,0,0
10/06/2007 22,0,0
10/06/2007 23,0,0
10/07/2007 00,0,0
10/07/2007 01,0,0
10/07/2007 02,0,0
10/07/2007 03,0,0
10/07/2007 04,0,0
10/07/2007 05,0,0
10/07/2007 06,0,0
10/07/2007 07,0,0
10/07/2007 08,0,0
10/07/2007 09,0,0
10/07/2007 10,0,0
10/07/2007 11,0,0
10/07/2007 12,0,0
10/07/2007 13,0,0
10/07/2007 14,0,0
10/07/2007 15,0,0
10/07/2007 16,0,0
10/07/2007 17,0,0
10/07/2007 18,0,0
10/07/2007 19,0,0
10/07/2007 20,0,0
10/07/2007 21,0,0
10/07/2007 22,0,0
10/07/2007 23,0,0
10/08/2007 00,0,0
10/08/2007 01,0,0
10/08/2007 02,0,0
10/08/2007 03,0,0
10/08/2007 04,0,0
10/08/2007 05,0,0
10/08/2007 06,0,0
10/08/2007 07,0,0
10/08/2007 08,0,0
10/08/2007 09,0,0
10/08/2007 10,0,0
10/08/2007 11,0,0
10/08/2007 12,0,0
10/08/2007 13,0,0
10/08/2007 14,0,0
10/08/2007 15,0,0
10/08/2007 16,0,0
10/08/2007 17,0,0
10/08/2007 18,0,0
10/08/2007 19,0,0
10/08/2007 20,0,0
10/08/2007 21,0,0
10/08/2007 22,0,0
10/08/2007 23,0,0
10/09/2007 00,0,0
10/09/2007 01,0,0
10/09/2007 02,0,0
10/09/2007 03,0,0
10/09/2007 04,0,0
10/09/2007 05,0,0
10/09/2007 06,0,0
10/09/2007 07,0,0
10/09/2007 08,0,0
10/09/2007 09,0,0
10/09/2007 10,0,0
10/09/2007 11,0,0
10/09/2007 12,0,0
10/09/2007 13,0,0
10/09/2007 14,0,0
10/09/2007 15,0,0
10/09/2007 16,0,0
10/09/2007 17,1.1,0.0011
10/09/2007 18,3.2,0.0032
10/09/2007 19,0,0
10/09/2007 20,0,0
10/09/2007 21,0,0
10/09/2007 22,0,0
10/09/2007 23,0,0
10/10/2007 00,0,0
10/10/2007 01,0,0
10/10/2007 02,0,0
10/10/2007 03,0,0
10/10/2007 04,0,0
10/10/2007 05,0,0
10/10/2007 06,0,0
10/10/2007 07,0,0
10/10/2007 08,0,0
10/10/2007 09,0,0
10/10/2007 10,0,0
10/10/2007 11,0,0
10/10/2007 12,0,0
10/10/2007 13,0,0
10/10/2007 14,0,0
10/10/2007 15,0,0
10/10/2007 16,0,0
10/10/2007 17,0,0
10/10/2007 18,0,0
10/10/2007 19,0,0
10/10/2007 20,0,0
10/10/2007 21,0,0
10/10/2007 22,0,0
10/10/2007 23,0,0
10/11/2007 00,0,0
10/11/2007 01,0,0
10/11/2007 02,0,0
10/11/2007 03,0,0
10/11/2007 04,0,0
10/11/2007 05,0,0
10/11/2007 06,0,0
10/11/2007 07,0,0
10/11/2007 08,0,0
10/11/2007 09,0,0
10/11/2007 10,0,0
10/11/2007 11,0,0
10/11/2007 12,0,0
10/11/2007 13,0,0
10/11/2007 14,0,0
10/11/2007 15,0,0
10/11/2007 16,0,0
10/11/2007 17,0,0
10/11/2007 18,0,0
10/11/2007 19,0.3,0.0003
10/11/2007 20,0,0
10/11/2007 21,0.2,0.0002
10/11/2007 22,0.1,0.0001
10/11/2007 23,0.1,0.0001
10/12/2007 00,0,0
10/12/2007 01,0,0
10/12/2007 02,0,0
10/12/2007 03,0,0
10/12/2007 04,0,0
10/12/2007 05,0,0
10/12/2007 06,0,0
10/12/2007 07,0,0
10/12/2007 08,0,0
10/12/2007 09,0,0
10/12/2007 10,0,0
10/12/2007 11,0,0
10/12/2007 12,0,0
10/12/2007 13,0,0
10/12/2007 14,0,0
10/12/2007 15,0,0
10/12/2007 16,0,0
10/12/2007 17,0,0
10/12/2007 18,0,0
10/12/2007 19,0,0
10/12/2007 20,0,0
10/12/2007 21,0,0
10/12/2007 22,0,0
10/12/2007 23,0,0
10/13/2007 00,0,0
10/13/2007 01,0,0
10/13/2007 02,0,0
10/13/2007 03,0,0
10/13/2007 04,0,0
10/13/2007 05,0,0
10/13/2007 06,0,0
10/13/2007 07,0,0
10/13/2007 08,0,0
10/13/2007 09,0,0
10/13/2007 10,0,0
10/13/2007 11,0,0
10/13/2007 12,0,0
10/13/2007 13,0,0
10/13/2007 14,0,0
10/13/2007 15,0,0
10/13/2007 16,0,0
10/13/2007 17,0,0
10/13/2007 18,0,0
10/13/2007 19,0,0
10/13/2007 20,0,0
10/13/2007 21,0,0
10/13/2007 22,0,0
10/13/2007 23,0,0
10/14/2007 00,0,0
10/14/2007 01,0,0
10/14/2007 02,0,0
10/14/2007 03,0,0
10/14/2007 04,0,0
10/14/2007 05,0,0
10/14/2007 06,0,0
10/14/2007 07,0,0
10/14/2007 08,0,0
10/14/2007 09,0,0
10/14/2007 10,0,0
10/14/2007 11,0,0
10/14/2007 12,0,0
10/14/2007 13,0,0
10/14/2007 14,0,0
10/14/2007 15,0,0
10/14/2007 16,0,0
10/14/2007 17,0,0
10/14/2007 18,0,0
10/14/2007 19,0,0
10/14/2007 20,0,0
10/14/2007 21,0,0
10/14/2007 22,0,0
10/14/2007 23,0,0
10/15/2007 00,0,0
10/15/2007 01,0,0
10/15/2007 02,0,0
10/15/2007 03,0,0
10/15/2007 04,0,0
10/15/2007 05,0,0
10/15/2007 06,0,0
10/15/2007 07,0,0
10/15/2007 08,0,0
10/15/2007 09,0,0
10/15/2007 10,0,0
10/15/2007 11,0,0
10/15/2007 12,0,0
10/15/2007 13,0,0
10/15/2007 14,0,0
10/15/2007 15,0,0
10/15/2007 16,0,0
10/15/2007 17,0,0
10/15/2007 18,0,0
10/15/2007 19,0,0
10/15/2007 20,0,0
10/15/2007 21,0,0
10/15/2007 22,0,0
10/15/2007 23,0,0
10/16/2007 00,0,0
10/16/2007 01,0,0
10/16/2007 02,0,0
10/16/2007 03,0,0
10/16/2007 04,0,0
10/16/2007 05,0,0
10/16/2007 06,0,0
10/16/2007 07,0,0
10/16/2007 08,0,0
10/16/2007 09,0,0
10/16/2007 10,0,0
10/16/2007 11,0,0
10/16/2007 12,0,0
10/16/2007 13,0,0
10/16/2007 14,0,0
10/16/2007 15,0,0
10/16/2007 16,0,0
10/16/2007 17,0,0
10/16/2007 18,0,0
10/16/2007 19,0,0
10/16/2007 20,0,0
10/16/2007 21,0,0
10/16/2007 22,0,0
10/16/2007 23,0,0
10/17/2007 00,0.9,0.0009
10/17/2007 01,0,0
10/17/2007 02,0,0
10/17/2007 03,0,0
10/17/2007 04,0,0
10/17/2007 05,0,0
10/17/2007 06,0,0
10/17/2007 07,0,0
10/17/2007 08,0,0
10/17/2007 09,0,0
10/17/2007 10,0,0
10/17/2007 11,0,0
10/17/2007 12,0,0
10/17/2007 13,0,0
10/17/2007 14,0,0
10/17/2007 15,0,0
10/17/2007 16,0,0
10/17/2007 17,0,0
10/17/2007 18,0,0
10/17/2007 19,0,0
10/17/2007 20,0,0
10/17/2007 21,0,0
10/17/2007 22,0,0
10/17/2007 23,0,0
10/18/2007 00,0,0
10/18/2007 01,0,0
10/18/2007 02,0,0
10/18/2007 03,0,0
10/18/2007 04,0,0
10/18/2007 05,0,0
10/18/2007 06,0,0
10/18/2007 07,0,0
10/18/2007 08,0,0
10/18/2007 09,0,0
10/18/2007 10,0,0
10/18/2007 11,0,0
10/18/2007 12,0,0
10/18/2007 13,0,0
10/18/2007 14,0,0
10/18/2007 15,0,0
10/18/2007 16,0,0
10/18/2007 17,0,0
10/18/2007 18,0,0
10/18/2007 19,0,0
10/18/2007 20,0,0
10/18/2007 21,0,0
10/18/2007 22,0,0
10/18/2007 23,0,0
10/19/2007 00,0,0
10/19/2007 01,0,0
10/19/2007 02,0,0
10/19/2007 03,0,0
10/19/2007 04,0,0
10/19/2007 05,0,0
10/19/2007 06,0,0
10/19/2007 07,0,0
10/19/2007 08,1.3,0.0013
10/19/2007 09,0,0
10/19/2007 10,0,0
10/19/2007 11,1.1,0.0011
10/19/2007 12,0,0
10/19/2007 13,0,0
10/19/2007 14,0,0
10/19/2007 15,0,0
10/19/2007 16,1.8,0.0018
10/19/2007 17,0,0
10/19/2007 18,0.9,0.0009
10/19/2007 19,0.7,0.0007
10/19/2007 20,0.4,0.0004
10/19/2007 21,0,0
10/19/2007 22,0,0
10/19/2007 23,0,0
10/20/2007 00,0,0
10/20/2007 01,0,0
10/20/2007 02,0,0
10/20/2007 03,0,0
10/20/2007 04,0,0
10/20/2007 05,0,0
10/20/2007 06,0,0
10/20/2007 07,0,0
10/20/2007 08,0,0
10/20/2007 09,0,0
10/20/2007 10,0.1,0.0001
10/20/2007 11,0,0
10/20/2007 12,0,0
10/20/2007 13,0,0
10/20/2007 14,0,0
10/20/2007 15,0,0
10/20/2007 16,0,0
10/20/2007 17,0,0
10/20/2007 18,0,0
10/20/2007 19,0,0
10/20/2007 20,0,0
10/20/2007 21,0,0
10/20/2007 22,0,0
10/20/2007 23,0,0
10/21/2007 00,0,0
10/21/2007 01,0,0
10/21/2007 02,0,0
10/21/2007 03,0,0
10/21/2007 04,0,0
10/21/2007 05,0,0
10/21/2007 06,0,0
10/21/2007 07,0,0
10/21/2007 08,0,0
10/21/2007 09,0,0
10/21/2007 10,0,0
10/21/2007 11,0,0
10/21/2007 12,0,0
10/21/2007 13,0,0
10/21/2007 14,0,0
10/21/2007 15,0,0
10/21/2007 16,0,0
10/21/2007 17,0,0
10/21/2007 18,0,0
10/21/2007 19,0,0
10/21/2007 20,0,0
10/21/2007 21,0,0
10/21/2007 22,0,0
10/21/2007 23,0,0
10/22/2007 00,0,0
10/22/2007 01,0,0
10/22/2007 02,0,0
10/22/2007 03,0,0
10/22/2007 04,0,0
10/22/2007 05,0,0
10/22/2007 06,0,0
10/22/2007 07,0,0
10/22/2007 08,0,0
10/22/2007 09,0,0
10/22/2007 10,0,0
10/22/2007 11,0,0
10/22/2007 12,0,0
10/22/2007 13,0,0
10/22/2007 14,0,0
10/22/2007 15,0,0
10/22/2007 16,0,0
10/22/2007 17,0,0
10/22/2007 18,0,0
10/22/2007 19,0,0
10/22/2007 20,0,0
10/22/2007 21,0,0
10/22/2007 22,0,0
10/22/2007 23,0,0
10/23/2007 00,0,0
10/23/2007 01,0,0
10/23/2007 02,0,0
10/23/2007 03,0,0
10/23/2007 04,0,0
10/23/2007 05,0,0
10/23/2007 06,0,0
10/23/2007 07,0,0
10/23/2007 08,0,0
10/23/2007 09,0,0
10/23/2007 10,0,0
10/23/2007 11,0,0
10/23/2007 12,0,0
10/23/2007 13,0,0
10/23/2007 14,0,0
10/23/2007 15,0,0
10/23/2007 16,5.7,0.0057
10/23/2007 17,0.8,0.0008
10/23/2007 18,0.8,0.0008
10/23/2007 19,0.1,0.0001
10/23/2007 20,0,0
10/23/2007 21,0.7,0.0007
10/23/2007 22,0.8,0.0008
10/23/2007 23,0.9,0.0009
10/24/2007 00,2,0.002
10/24/2007 01,0,0
10/24/2007 02,0.5,0.0005
10/24/2007 03,1.7,0.0017
10/24/2007 04,1.4,0.0014
10/24/2007 05,1.7,0.0017
10/24/2007 06,1.2,0.0012
10/24/2007 07,1.2,0.0012
10/24/2007 08,0,0
10/24/2007 09,0,0
10/24/2007 10,0.3,0.0003
10/24/2007 11,0.1,0.0001
10/24/2007 12,0,0
10/24/2007 13,0,0
10/24/2007 14,0,0
10/24/2007 15,1.3,0.0013
10/24/2007 16,0.3,0.0003
10/24/2007 17,0.3,0.0003
10/24/2007 18,0.5,0.0005
10/24/2007 19,0,0
10/24/2007 20,0,0
10/24/2007 21,0,0
10/24/2007 22,0,0
10/24/2007 23,1.4,0.0014
10/25/2007 00,0.2,0.0002
10/25/2007 01,0,0
10/25/2007 02,0.7,0.0007
10/25/2007 03,0,0
10/25/2007 04,0,0
10/25/2007 05,0,0
10/25/2007 06,0,0
10/25/2007 07,0,0
10/25/2007 08,0,0
10/25/2007 09,0,0
10/25/2007 10,0,0
10/25/2007 11,0,0
10/25/2007 12,0,0
10/25/2007 13,0,0
10/25/2007 14,0,0
10/25/2007 15,0,0
10/25/2007 16,0,0
10/25/2007 17,0,0
10/25/2007 18,0,0
10/25/2007 19,0,0
10/25/2007 20,0,0
10/25/2007 21,0,0
10/25/2007 22,0,0
10/25/2007 23,0,0
10/26/2007 00,0,0
10/26/2007 01,0,0
10/26/2007 02,0,0
10/26/2007 03,0,0
10/26/2007 04,0,0
10/26/2007 05,0,0
10/26/2007 06,0,0
10/26/2007 07,0.9,0.0009
10/26/2007 08,0.1,0.0001
10/26/2007 09,0,0
10/26/2007 10,0,0
10/26/2007 11,0,0
10/26/2007 12,0,0
10/26/2007 13,0,0
10/26/2007 14,0,0
10/26/2007 15,0,0
10/26/2007 16,1.1,0.0011
10/26/2007 17,0.7,0.0007
10/26/2007 18,1.4,0.0014
10/26/2007 19,1.2,0.0012
10/26/2007 20,0.8,0.0008
10/26/2007 21,0,0
10/26/2007 22,0.3,0.0003
10/26/2007 23,1.5,0.0015
10/27/2007 00,0.2,0.0002
10/27/2007 01,0,0
10/27/2007 02,0.1,0.0001
10/27/2007 03,0.4,0.0004
