Collection_Timestamp,Discharge_(cmd)
03/11/2007 23:40,160.39:q=A
03/11/2007 23:50,160.39:q=A
03/12/2007 00:00,160.39:q=A
03/12/2007 00:10,160.39:q=A
03/12/2007 00:20,160.39:q=A
03/12/2007 00:30,160.39:q=A
03/12/2007 00:40,158.91:q=A
03/12/2007 00:50,158.91:q=A
03/12/2007 01:00,158.91:q=A
03/12/2007 01:10,158.91:q=A
03/12/2007 01:20,158.91:q=A
03/12/2007 01:30,158.91:q=A
03/12/2007 01:40,158.91:q=A
03/12/2007 01:50,158.91:q=A
03/12/2007 02:00,158.91:q=A
03/12/2007 02:10,158.91:q=A
03/12/2007 02:20,158.91:q=A
03/12/2007 02:30,158.91:q=A
03/12/2007 02:40,158.91:q=A
03/12/2007 02:50,158.91:q=A
03/12/2007 03:00,158.91:q=A
03/12/2007 03:10,158.91:q=A
03/12/2007 03:20,158.91:q=A
03/12/2007 03:30,158.91:q=A
03/12/2007 03:40,158.91:q=A
03/12/2007 03:50,158.91:q=A
03/12/2007 04:00,158.91:q=A
03/12/2007 04:10,158.91:q=A
03/12/2007 04:20,158.91:q=A
03/12/2007 04:30,158.91:q=A
03/12/2007 04:40,158.91:q=A
03/12/2007 04:50,158.91:q=A
03/12/2007 05:00,158.91:q=A
03/12/2007 05:10,158.91:q=A
03/12/2007 05:20,158.91:q=A
03/12/2007 05:30,158.91:q=A
03/12/2007 05:40,158.91:q=A
03/12/2007 05:50,158.91:q=A
03/12/2007 06:00,158.91:q=A
03/12/2007 06:10,158.91:q=A
03/12/2007 06:20,158.91:q=A
03/12/2007 06:30,158.91:q=A
03/12/2007 06:40,158.91:q=A
03/12/2007 06:50,160.39:q=A
03/12/2007 07:00,160.39:q=A
03/12/2007 07:10,160.39:q=A
03/12/2007 07:20,160.39:q=A
03/12/2007 07:30,160.39:q=A
03/12/2007 07:40,160.39:q=A
03/12/2007 07:50,160.39:q=A
03/12/2007 08:00,160.39:q=A
03/12/2007 08:10,160.39:q=A
03/12/2007 08:20,160.39:q=A
03/12/2007 08:30,160.39:q=A
03/12/2007 08:40,160.39:q=A
03/12/2007 08:50,160.39:q=A
03/12/2007 09:00,160.39:q=A
03/12/2007 09:10,160.39:q=A
03/12/2007 09:20,160.39:q=A
03/12/2007 09:30,160.39:q=A
03/12/2007 09:40,160.39:q=A
03/12/2007 09:50,160.39:q=A
03/12/2007 10:00,160.39:q=A
03/12/2007 10:10,160.39:q=A
03/12/2007 10:20,160.39:q=A
03/12/2007 10:30,160.39:q=A
03/12/2007 10:40,160.39:q=A
03/12/2007 10:50,160.39:q=A
03/12/2007 11:00,160.39:q=A
03/12/2007 11:10,160.39:q=A
03/12/2007 11:20,160.39:q=A
03/12/2007 11:30,160.39:q=A
03/12/2007 11:40,160.39:q=A
03/12/2007 11:50,160.39:q=A
03/12/2007 12:00,160.39:q=A
03/12/2007 12:10,160.39:q=A
03/12/2007 12:20,160.39:q=A
03/12/2007 12:30,160.39:q=A
03/12/2007 12:40,160.39:q=A
03/12/2007 12:50,160.39:q=A
03/12/2007 13:00,160.39:q=A
03/12/2007 13:10,160.39:q=A
03/12/2007 13:20,160.39:q=A
03/12/2007 13:30,162.45:q=A
03/12/2007 13:40,164.51:q=A
03/12/2007 13:50,166.57:q=A
03/12/2007 14:00,168.63:q=A
03/12/2007 14:10,170.69:q=A
03/12/2007 14:20,172.75:q=A
03/12/2007 14:30,174.82:q=A
03/12/2007 14:40,176.88:q=A
03/12/2007 14:50,178.94:q=A
03/12/2007 15:00,181:q=A
03/12/2007 15:10,183.06:q=A
03/12/2007 15:20,185.12:q=A
03/12/2007 15:30,187.18:q=A
03/12/2007 15:40,189.24:q=A
03/12/2007 15:50,191.31:q=A
03/12/2007 16:00,193.37:q=A
03/12/2007 16:10,195.43:q=A
03/12/2007 16:20,197.49:q=A
03/12/2007 16:30,199.55:q=A
03/12/2007 16:40,201.61:q=A
03/12/2007 16:50,203.67:q=A
03/12/2007 17:00,205.73:q=A
03/12/2007 17:10,207.79:q=A
03/12/2007 17:20,209.86:q=A
03/12/2007 17:30,211.92:q=A
03/12/2007 17:40,213.98:q=A
03/12/2007 17:50,216.04:q=A
03/12/2007 18:00,218.1:q=A
03/12/2007 18:10,220.16:q=A
03/12/2007 18:20,222.22:q=A
03/12/2007 18:30,224.28:q=A
03/12/2007 18:40,226.35:q=A
03/12/2007 18:50,228.41:q=A
03/12/2007 19:00,230.47:q=A
03/12/2007 19:10,232.53:q=A
03/12/2007 19:20,234.59:q=A
03/12/2007 19:30,236.65:q=A
03/12/2007 19:40,236.65:q=A
03/12/2007 19:50,236.65:q=A
03/12/2007 20:00,236.65:q=A
03/12/2007 20:10,236.65:q=A
03/12/2007 20:20,236.65:q=A
03/12/2007 20:30,236.65:q=A
03/12/2007 20:40,236.65:q=A
03/12/2007 20:50,236.65:q=A
03/12/2007 21:00,236.65:q=A
03/12/2007 21:10,236.65:q=A
03/12/2007 21:20,236.65:q=A
03/12/2007 21:30,236.65:q=A
03/12/2007 21:40,236.65:q=A
03/12/2007 21:50,236.65:q=A
03/12/2007 22:00,236.65:q=A
03/12/2007 22:10,236.65:q=A
03/12/2007 22:20,236.65:q=A
03/12/2007 22:30,236.65:q=A
03/12/2007 22:40,236.65:q=A
03/12/2007 22:50,236.65:q=A
03/12/2007 23:00,236.65:q=A
03/12/2007 23:10,236.65:q=A
03/12/2007 23:20,236.65:q=A
03/12/2007 23:30,236.65:q=A
03/12/2007 23:40,236.65:q=A
03/12/2007 23:50,236.65:q=A
03/13/2007 00:00,236.65:q=A
03/13/2007 00:10,236.65:q=A
03/13/2007 00:20,236.65:q=A
03/13/2007 00:30,236.65:q=A
03/13/2007 00:40,236.65:q=A
03/13/2007 00:50,236.65:q=A
03/13/2007 01:00,236.65:q=A
03/13/2007 01:10,236.65:q=A
03/13/2007 01:20,236.65:q=A
03/13/2007 01:30,236.65:q=A
03/13/2007 01:40,236.65:q=A
03/13/2007 01:50,236.65:q=A
03/13/2007 02:00,236.65:q=A
03/13/2007 02:10,236.65:q=A
03/13/2007 02:20,236.65:q=A
03/13/2007 02:30,236.65:q=A
03/13/2007 02:40,236.65:q=A
03/13/2007 02:50,236.65:q=A
03/13/2007 03:00,236.65:q=A
03/13/2007 03:10,236.65:q=A
03/13/2007 03:20,236.65:q=A
03/13/2007 03:30,236.65:q=A
03/13/2007 03:40,236.65:q=A
03/13/2007 03:50,236.65:q=A
03/13/2007 04:00,236.65:q=A
03/13/2007 04:10,236.65:q=A
03/13/2007 04:20,236.65:q=A
03/13/2007 04:30,236.65:q=A
03/13/2007 04:40,236.65:q=A
03/13/2007 04:50,236.65:q=A
03/13/2007 05:00,236.65:q=A
03/13/2007 05:10,236.65:q=A
03/13/2007 05:20,236.65:q=A
03/13/2007 05:30,236.65:q=A
03/13/2007 05:40,236.65:q=A
03/13/2007 05:50,236.65:q=A
03/13/2007 06:00,236.65:q=A
03/13/2007 06:10,236.65:q=A
03/13/2007 06:20,239.4:q=A
03/13/2007 06:30,242.15:q=A
03/13/2007 06:40,244.91:q=A
03/13/2007 06:50,247.66:q=A
03/13/2007 07:00,250.41:q=A
03/13/2007 07:10,253.16:q=A
03/13/2007 07:20,255.91:q=A
03/13/2007 07:30,258.67:q=A
03/13/2007 07:40,261.42:q=A
03/13/2007 07:50,264.17:q=A
03/13/2007 08:00,266.92:q=A
03/13/2007 08:10,269.67:q=A
03/13/2007 08:20,272.42:q=A
03/13/2007 08:30,275.18:q=A
03/13/2007 08:40,277.93:q=A
03/13/2007 08:50,280.68:q=A
03/13/2007 09:00,283.43:q=A
03/13/2007 09:10,286.18:q=A
03/13/2007 09:20,288.94:q=A
03/13/2007 09:30,291.69:q=A
03/13/2007 09:40,294.44:q=A
03/13/2007 09:50,297.19:q=A
03/13/2007 10:00,299.94:q=A
03/13/2007 10:10,302.69:q=A
03/13/2007 10:20,305.45:q=A
03/13/2007 10:30,308.2:q=A
03/13/2007 10:40,310.95:q=A
03/13/2007 10:50,310.95:q=A
03/13/2007 11:00,310.95:q=A
03/13/2007 11:10,310.95:q=A
03/13/2007 11:20,310.95:q=A
03/13/2007 11:30,310.95:q=A
03/13/2007 11:40,310.95:q=A
03/13/2007 11:50,310.95:q=A
03/13/2007 12:00,310.95:q=A
03/13/2007 12:10,310.95:q=A
03/13/2007 12:20,313.7:q=A
03/13/2007 12:30,313.7:q=A
03/13/2007 12:40,313.7:q=A
03/13/2007 12:50,313.7:q=A
03/13/2007 13:00,313.7:q=A
03/13/2007 13:10,313.7:q=A
03/13/2007 13:20,313.7:q=A
03/13/2007 13:30,313.7:q=A
03/13/2007 13:40,313.7:q=A
03/13/2007 13:50,313.7:q=A
03/13/2007 14:00,313.7:q=A
03/13/2007 14:10,313.7:q=A
03/13/2007 14:20,313.7:q=A
03/13/2007 14:30,313.7:q=A
03/13/2007 14:40,313.7:q=A
03/13/2007 14:50,313.7:q=A
03/13/2007 15:00,313.7:q=A
03/13/2007 15:10,313.7:q=A
03/13/2007 15:20,313.7:q=A
03/13/2007 15:30,313.7:q=A
03/13/2007 15:40,313.7:q=A
03/13/2007 15:50,313.7:q=A
03/13/2007 16:00,313.7:q=A
03/13/2007 16:10,313.7:q=A
03/13/2007 16:20,313.7:q=A
03/13/2007 16:30,313.7:q=A
03/13/2007 16:40,313.7:q=A
03/13/2007 16:50,313.7:q=A
03/13/2007 17:00,316.45:q=A
03/13/2007 17:10,319.2:q=A
03/13/2007 17:20,321.96:q=A
03/13/2007 17:30,324.71:q=A
03/13/2007 17:40,327.46:q=A
03/13/2007 17:50,330.21:q=A
03/13/2007 18:00,332.96:q=A
03/13/2007 18:10,335.72:q=A
03/13/2007 18:20,338.47:q=A
03/13/2007 18:30,338.47:q=A
03/13/2007 18:40,338.47:q=A
03/13/2007 18:50,338.47:q=A
03/13/2007 19:00,338.47:q=A
03/13/2007 19:10,338.47:q=A
03/13/2007 19:20,338.47:q=A
03/13/2007 19:30,338.47:q=A
03/13/2007 19:40,338.47:q=A
03/13/2007 19:50,338.47:q=A
03/13/2007 20:00,338.47:q=A
03/13/2007 20:10,338.47:q=A
03/13/2007 20:20,338.47:q=A
03/13/2007 20:30,342.06:q=A
03/13/2007 20:40,345.65:q=A
03/13/2007 20:50,349.25:q=A
03/13/2007 21:00,352.84:q=A
03/13/2007 21:10,356.43:q=A
03/13/2007 21:20,360.03:q=A
03/13/2007 21:30,363.62:q=A
03/13/2007 21:40,367.21:q=A
03/13/2007 21:50,370.81:q=A
03/13/2007 22:00,374.4:q=A
03/13/2007 22:10,377.99:q=A
03/13/2007 22:20,381.58:q=A
03/13/2007 22:30,385.18:q=A
03/13/2007 22:40,388.77:q=A
03/13/2007 22:50,392.36:q=A
03/13/2007 23:00,395.96:q=A
03/13/2007 23:10,399.55:q=A
03/13/2007 23:20,403.14:q=A
03/13/2007 23:30,406.74:q=A
03/13/2007 23:40,410.33:q=A
03/13/2007 23:50,413.92:q=A
03/14/2007 00:00,417.52:q=A
03/14/2007 00:10,421.11:q=A
03/14/2007 00:20,424.7:q=A
03/14/2007 00:30,428.3:q=A
03/14/2007 00:40,431.89:q=A
03/14/2007 00:50,435.48:q=A
03/14/2007 01:00,439.07:q=A
03/14/2007 01:10,442.67:q=A
03/14/2007 01:20,446.26:q=A
03/14/2007 01:30,449.85:q=A
03/14/2007 01:40,453.45:q=A
03/14/2007 01:50,457.04:q=A
03/14/2007 02:00,460.63:q=A
03/14/2007 02:10,464.23:q=A
03/14/2007 02:20,467.82:q=A
03/14/2007 02:30,471.41:q=A
03/14/2007 02:40,471.41:q=A
03/14/2007 02:50,471.41:q=A
03/14/2007 03:00,471.41:q=A
03/14/2007 03:10,471.41:q=A
03/14/2007 03:20,471.41:q=A
03/14/2007 03:30,471.41:q=A
03/14/2007 03:40,471.41:q=A
03/14/2007 03:50,471.41:q=A
03/14/2007 04:00,471.41:q=A
03/14/2007 04:10,471.41:q=A
03/14/2007 04:20,471.41:q=A
03/14/2007 04:30,471.41:q=A
03/14/2007 04:40,471.41:q=A
03/14/2007 04:50,471.41:q=A
03/14/2007 05:00,471.41:q=A
03/14/2007 05:10,471.41:q=A
03/14/2007 05:20,471.41:q=A
03/14/2007 05:30,471.41:q=A
03/14/2007 05:40,471.41:q=A
03/14/2007 05:50,471.41:q=A
03/14/2007 06:00,471.41:q=A
03/14/2007 06:10,471.41:q=A
03/14/2007 06:20,471.41:q=A
03/14/2007 06:30,471.41:q=A
03/14/2007 06:40,471.41:q=A
03/14/2007 06:50,471.41:q=A
03/14/2007 07:00,471.41:q=A
03/14/2007 07:10,471.41:q=A
03/14/2007 07:20,471.41:q=A
03/14/2007 07:30,471.41:q=A
03/14/2007 07:40,471.41:q=A
03/14/2007 07:50,471.41:q=A
03/14/2007 08:00,471.41:q=A
03/14/2007 08:10,471.41:q=A
03/14/2007 08:20,471.41:q=A
03/14/2007 08:30,471.41:q=A
03/14/2007 08:40,471.41:q=A
03/14/2007 08:50,471.41:q=A
03/14/2007 09:00,471.41:q=A
03/14/2007 09:10,471.41:q=A
03/14/2007 09:20,471.41:q=A
03/14/2007 09:30,471.41:q=A
03/14/2007 09:40,471.41:q=A
03/14/2007 09:50,471.41:q=A
03/14/2007 10:00,471.41:q=A
03/14/2007 10:10,471.41:q=A
03/14/2007 10:20,471.41:q=A
03/14/2007 10:30,471.41:q=A
03/14/2007 10:40,471.41:q=A
03/14/2007 10:50,471.41:q=A
03/14/2007 11:00,471.41:q=A
03/14/2007 11:10,471.41:q=A
03/14/2007 11:20,471.41:q=A
03/14/2007 11:30,471.41:q=A
03/14/2007 11:40,471.41:q=A
03/14/2007 11:50,471.41:q=A
03/14/2007 12:00,471.41:q=A
03/14/2007 12:10,471.41:q=A
03/14/2007 12:20,471.41:q=A
03/14/2007 12:30,471.41:q=A
03/14/2007 12:40,471.41:q=A
03/14/2007 12:50,471.41:q=A
03/14/2007 13:00,471.41:q=A
03/14/2007 13:10,471.41:q=A
03/14/2007 13:20,471.41:q=A
03/14/2007 13:30,471.41:q=A
03/14/2007 13:40,471.41:q=A
03/14/2007 13:50,471.41:q=A
03/14/2007 14:00,471.41:q=A
03/14/2007 14:10,471.41:q=A
03/14/2007 14:20,471.41:q=A
03/14/2007 14:30,471.41:q=A
03/14/2007 14:40,471.41:q=A
03/14/2007 14:50,471.41:q=A
03/14/2007 15:00,471.41:q=A
03/14/2007 15:10,471.41:q=A
03/14/2007 15:20,471.41:q=A
03/14/2007 15:30,471.41:q=A
03/14/2007 15:40,471.41:q=A
03/14/2007 15:50,471.41:q=A
03/14/2007 16:00,471.41:q=A
03/14/2007 16:10,471.41:q=A
03/14/2007 16:20,471.41:q=A
03/14/2007 16:30,471.41:q=A
03/14/2007 16:40,471.41:q=A
03/14/2007 16:50,471.41:q=A
03/14/2007 17:00,471.41:q=A
03/14/2007 17:10,471.41:q=A
03/14/2007 17:20,471.41:q=A
03/14/2007 17:30,471.41:q=A
03/14/2007 17:40,471.41:q=A
03/14/2007 17:50,471.41:q=A
03/14/2007 18:00,471.41:q=A
03/14/2007 18:10,471.41:q=A
03/14/2007 18:20,471.41:q=A
03/14/2007 18:30,471.41:q=A
03/14/2007 18:40,471.41:q=A
03/14/2007 18:50,471.41:q=A
03/14/2007 19:00,471.41:q=A
03/14/2007 19:10,471.41:q=A
03/14/2007 19:20,471.41:q=A
03/14/2007 19:30,471.41:q=A
03/14/2007 19:40,471.41:q=A
03/14/2007 19:50,471.41:q=A
03/14/2007 20:00,467.82:q=A
03/14/2007 20:10,464.23:q=A
03/14/2007 20:20,460.63:q=A
03/14/2007 20:30,457.04:q=A
03/14/2007 20:40,453.45:q=A
03/14/2007 20:50,449.85:q=A
03/14/2007 21:00,446.26:q=A
03/14/2007 21:10,442.67:q=A
03/14/2007 21:20,439.07:q=A
03/14/2007 21:30,435.48:q=A
03/14/2007 21:40,431.89:q=A
03/14/2007 21:50,431.89:q=A
03/14/2007 22:00,431.89:q=A
03/14/2007 22:10,431.89:q=A
03/14/2007 22:20,431.89:q=A
03/14/2007 22:30,431.89:q=A
03/14/2007 22:40,431.89:q=A
03/14/2007 22:50,431.89:q=A
03/14/2007 23:00,431.89:q=A
03/14/2007 23:10,431.89:q=A
03/14/2007 23:20,431.89:q=A
03/14/2007 23:30,431.89:q=A
03/14/2007 23:40,431.89:q=A
03/14/2007 23:50,431.89:q=A
03/15/2007 00:00,431.89:q=A
03/15/2007 00:10,431.89:q=A
03/15/2007 00:20,431.89:q=A
03/15/2007 00:30,431.89:q=A
03/15/2007 00:40,431.89:q=A
03/15/2007 00:50,431.89:q=A
03/15/2007 01:00,431.89:q=A
03/15/2007 01:10,431.89:q=A
03/15/2007 01:20,431.89:q=A
03/15/2007 01:30,431.89:q=A
03/15/2007 01:40,431.89:q=A
03/15/2007 01:50,431.89:q=A
03/15/2007 02:00,431.89:q=A
03/15/2007 02:10,435.48:q=A
03/15/2007 02:20,439.07:q=A
03/15/2007 02:30,442.67:q=A
03/15/2007 02:40,446.26:q=A
03/15/2007 02:50,449.85:q=A
03/15/2007 03:00,453.45:q=A
03/15/2007 03:10,457.04:q=A
03/15/2007 03:20,460.63:q=A
03/15/2007 03:30,464.23:q=A
03/15/2007 03:40,467.82:q=A
03/15/2007 03:50,471.41:q=A
03/15/2007 04:00,471.41:q=A
03/15/2007 04:10,471.41:q=A
03/15/2007 04:20,471.41:q=A
03/15/2007 04:30,471.41:q=A
03/15/2007 04:40,471.41:q=A
03/15/2007 04:50,471.41:q=A
03/15/2007 05:00,471.41:q=A
03/15/2007 05:10,471.41:q=A
03/15/2007 05:20,471.41:q=A
03/15/2007 05:30,471.41:q=A
03/15/2007 05:40,471.41:q=A
03/15/2007 05:50,471.41:q=A
03/15/2007 06:00,476.02:q=A
03/15/2007 06:10,480.62:q=A
03/15/2007 06:20,485.22:q=A
03/15/2007 06:30,489.83:q=A
03/15/2007 06:40,494.43:q=A
03/15/2007 06:50,499.03:q=A
03/15/2007 07:00,503.64:q=A
03/15/2007 07:10,508.24:q=A
03/15/2007 07:20,512.84:q=A
03/15/2007 07:30,517.45:q=A
03/15/2007 07:40,522.05:q=A
03/15/2007 07:50,526.65:q=A
03/15/2007 08:00,531.26:q=A
03/15/2007 08:10,535.86:q=A
03/15/2007 08:20,540.46:q=A
03/15/2007 08:30,545.07:q=A
03/15/2007 08:40,549.67:q=A
03/15/2007 08:50,554.27:q=A
03/15/2007 09:00,641.73:q=A
03/15/2007 09:10,641.73:q=A
03/15/2007 09:20,641.73:q=A
03/15/2007 09:30,641.73:q=A
03/15/2007 09:40,641.73:q=A
03/15/2007 09:50,641.73:q=A
03/15/2007 10:00,641.73:q=A
03/15/2007 10:10,641.73:q=A
03/15/2007 10:20,641.73:q=A
03/15/2007 10:30,641.73:q=A
03/15/2007 10:40,641.73:q=A
03/15/2007 10:50,641.73:q=A
03/15/2007 11:00,641.73:q=A
03/15/2007 11:10,641.73:q=A
03/15/2007 11:20,641.73:q=A
03/15/2007 11:30,641.73:q=A
03/15/2007 11:40,641.73:q=A
03/15/2007 11:50,641.73:q=A
03/15/2007 12:00,641.73:q=A
03/15/2007 12:10,641.73:q=A
03/15/2007 12:20,641.73:q=A
03/15/2007 12:30,641.73:q=A
03/15/2007 12:40,641.73:q=A
03/15/2007 12:50,641.73:q=A
03/15/2007 13:00,641.73:q=A
03/15/2007 13:10,641.73:q=A
03/15/2007 13:20,641.73:q=A
03/15/2007 13:30,641.73:q=A
03/15/2007 13:40,641.73:q=A
03/15/2007 13:50,641.73:q=A
03/15/2007 14:00,641.73:q=A
03/15/2007 14:10,641.73:q=A
03/15/2007 14:20,641.73:q=A
03/15/2007 14:30,641.73:q=A
03/15/2007 14:40,641.73:q=A
03/15/2007 14:50,641.73:q=A
03/15/2007 15:00,641.73:q=A
03/15/2007 15:10,641.73:q=A
03/15/2007 15:20,641.73:q=A
03/15/2007 15:30,641.73:q=A
03/15/2007 15:40,641.73:q=A
03/15/2007 15:50,641.73:q=A
03/15/2007 16:00,641.73:q=A
03/15/2007 16:10,856.37:q=A
03/15/2007 16:20,856.37:q=A
03/15/2007 16:30,856.37:q=A
03/15/2007 16:40,856.37:q=A
03/15/2007 16:50,856.37:q=A
03/15/2007 17:00,856.37:q=A
03/15/2007 17:10,856.37:q=A
03/15/2007 17:20,856.37:q=A
03/15/2007 17:30,856.37:q=A
03/15/2007 17:40,856.37:q=A
03/15/2007 17:50,856.37:q=A
03/15/2007 18:00,856.37:q=A
03/15/2007 18:10,856.37:q=A
03/15/2007 18:20,856.37:q=A
03/15/2007 18:30,856.37:q=A
03/15/2007 18:40,856.37:q=A
03/15/2007 18:50,856.37:q=A
03/15/2007 19:00,856.37:q=A
03/15/2007 19:10,856.37:q=A
03/15/2007 19:20,856.37:q=A
03/15/2007 19:30,856.37:q=A
03/15/2007 19:40,856.37:q=A
03/15/2007 19:50,856.37:q=A
03/15/2007 20:00,856.37:q=A
03/15/2007 20:10,856.37:q=A
03/15/2007 20:20,856.37:q=A
03/15/2007 20:30,856.37:q=A
03/15/2007 20:40,856.37:q=A
03/15/2007 20:50,856.37:q=A
03/15/2007 21:00,856.37:q=A
03/15/2007 21:10,856.37:q=A
03/15/2007 21:20,856.37:q=A
03/15/2007 21:30,856.37:q=A
03/15/2007 21:40,856.37:q=A
03/15/2007 21:50,856.37:q=A
03/15/2007 22:00,856.37:q=A
03/15/2007 22:10,856.37:q=A
03/15/2007 22:20,856.37:q=A
03/15/2007 22:30,856.37:q=A
03/15/2007 22:40,856.37:q=A
03/15/2007 22:50,856.37:q=A
03/15/2007 23:00,856.37:q=A
03/15/2007 23:10,856.37:q=A
03/15/2007 23:20,856.37:q=A
03/15/2007 23:30,856.37:q=A
03/15/2007 23:40,856.37:q=A
03/15/2007 23:50,856.37:q=A
03/16/2007 00:00,856.37:q=A
03/16/2007 00:10,641.73:q=A
03/16/2007 00:20,856.37:q=A
03/16/2007 00:30,856.37:q=A
03/16/2007 00:40,856.37:q=A
03/16/2007 00:50,856.37:q=A
03/16/2007 01:00,856.37:q=A
03/16/2007 01:10,856.37:q=A
03/16/2007 01:20,856.37:q=A
03/16/2007 01:30,856.37:q=A
03/16/2007 01:40,856.37:q=A
03/16/2007 01:50,856.37:q=A
03/16/2007 02:00,856.37:q=A
03/16/2007 02:10,856.37:q=A
03/16/2007 02:20,856.37:q=A
03/16/2007 02:30,856.37:q=A
03/16/2007 02:40,856.37:q=A
03/16/2007 02:50,641.73:q=A
03/16/2007 03:00,641.73:q=A
03/16/2007 03:10,641.73:q=A
03/16/2007 03:20,641.73:q=A
03/16/2007 03:30,641.73:q=A
03/16/2007 03:40,641.73:q=A
03/16/2007 03:50,641.73:q=A
03/16/2007 04:00,641.73:q=A
03/16/2007 04:10,641.73:q=A
03/16/2007 04:20,641.73:q=A
03/16/2007 04:30,641.73:q=A
03/16/2007 04:40,641.73:q=A
03/16/2007 04:50,641.73:q=A
03/16/2007 05:00,641.73:q=A
03/16/2007 05:10,641.73:q=A
03/16/2007 05:20,641.73:q=A
03/16/2007 05:30,641.73:q=A
03/16/2007 05:40,641.73:q=A
03/16/2007 05:50,641.73:q=A
03/16/2007 06:00,641.73:q=A
03/16/2007 06:10,641.73:q=A
03/16/2007 06:20,641.73:q=A
03/16/2007 06:30,641.73:q=A
03/16/2007 06:40,641.73:q=A
03/16/2007 06:50,641.73:q=A
03/16/2007 07:00,641.73:q=A
03/16/2007 07:10,641.73:q=A
03/16/2007 07:20,641.73:q=A
03/16/2007 07:30,641.73:q=A
03/16/2007 07:40,641.73:q=A
03/16/2007 07:50,641.73:q=A
03/16/2007 08:00,641.73:q=A
03/16/2007 08:10,641.73:q=A
03/16/2007 08:20,641.73:q=A
03/16/2007 08:30,641.73:q=A
03/16/2007 08:40,641.73:q=A
03/16/2007 08:50,641.73:q=A
03/16/2007 09:00,641.73:q=A
03/16/2007 09:10,641.73:q=A
03/16/2007 09:20,641.73:q=A
03/16/2007 09:30,641.73:q=A
03/16/2007 09:40,641.73:q=A
03/16/2007 09:50,641.73:q=A
03/16/2007 10:00,641.73:q=A
03/16/2007 10:10,641.73:q=A
03/16/2007 10:20,641.73:q=A
03/16/2007 10:30,641.73:q=A
03/16/2007 10:40,641.73:q=A
03/16/2007 10:50,641.73:q=A
03/16/2007 11:00,641.73:q=A
03/16/2007 11:10,641.73:q=A
03/16/2007 11:20,641.73:q=A
03/16/2007 11:30,641.73:q=A
03/16/2007 11:40,641.73:q=A
03/16/2007 11:50,641.73:q=A
03/16/2007 12:00,641.73:q=A
03/16/2007 12:10,641.73:q=A
03/16/2007 12:20,641.73:q=A
03/16/2007 12:30,641.73:q=A
03/16/2007 12:40,641.73:q=A
03/16/2007 12:50,641.73:q=A
03/16/2007 13:00,641.73:q=A
03/16/2007 13:10,641.73:q=A
03/16/2007 13:20,641.73:q=A
03/16/2007 13:30,641.73:q=A
03/16/2007 13:40,641.73:q=A
03/16/2007 13:50,641.73:q=A
03/16/2007 14:00,641.73:q=A
03/16/2007 14:10,641.73:q=A
03/16/2007 14:20,641.73:q=A
03/16/2007 14:30,641.73:q=A
03/16/2007 14:40,641.73:q=A
03/16/2007 14:50,641.73:q=A
03/16/2007 15:00,641.73:q=A
03/16/2007 15:10,641.73:q=A
03/16/2007 15:20,641.73:q=A
03/16/2007 15:30,641.73:q=A
03/16/2007 15:40,641.73:q=A
03/16/2007 15:50,641.73:q=A
03/16/2007 16:00,641.73:q=A
03/16/2007 16:10,641.73:q=A
03/16/2007 16:20,641.73:q=A
03/16/2007 16:30,641.73:q=A
03/16/2007 16:40,641.73:q=A
03/16/2007 16:50,641.73:q=A
03/16/2007 17:00,641.73:q=A
03/16/2007 17:10,641.73:q=A
03/16/2007 17:20,641.73:q=A
03/16/2007 17:30,641.73:q=A
03/16/2007 17:40,641.73:q=A
03/16/2007 17:50,641.73:q=A
03/16/2007 18:00,641.73:q=A
03/16/2007 18:10,641.73:q=A
03/16/2007 18:20,641.73:q=A
03/16/2007 18:30,641.73:q=A
03/16/2007 18:40,641.73:q=A
03/16/2007 18:50,641.73:q=A
03/16/2007 19:00,554.27:q=A
03/16/2007 19:10,549.67:q=A
03/16/2007 19:20,545.07:q=A
03/16/2007 19:30,540.46:q=A
03/16/2007 19:40,535.86:q=A
03/16/2007 19:50,531.26:q=A
03/16/2007 20:00,526.65:q=A
03/16/2007 20:10,522.05:q=A
03/16/2007 20:20,517.45:q=A
03/16/2007 20:30,512.84:q=A
03/16/2007 20:40,508.24:q=A
03/16/2007 20:50,503.64:q=A
03/16/2007 21:00,499.03:q=A
03/16/2007 21:10,494.43:q=A
03/16/2007 21:20,489.83:q=A
03/16/2007 21:30,485.22:q=A
03/16/2007 21:40,480.62:q=A
03/16/2007 21:50,476.02:q=A
03/16/2007 22:00,471.41:q=A
03/16/2007 22:10,471.41:q=A
03/16/2007 22:20,471.41:q=A
03/16/2007 22:30,471.41:q=A
03/16/2007 22:40,471.41:q=A
03/16/2007 22:50,471.41:q=A
03/16/2007 23:00,471.41:q=A
03/16/2007 23:10,471.41:q=A
03/16/2007 23:20,471.41:q=A
03/16/2007 23:30,471.41:q=A
03/16/2007 23:40,471.41:q=A
03/16/2007 23:50,471.41:q=A
03/17/2007 00:00,471.41:q=A
03/17/2007 00:10,471.41:q=A
03/17/2007 00:20,471.41:q=A
03/17/2007 00:30,471.41:q=A
03/17/2007 00:40,471.41:q=A
03/17/2007 00:50,471.41:q=A
03/17/2007 01:00,471.41:q=A
03/17/2007 01:10,471.41:q=A
03/17/2007 01:20,471.41:q=A
03/17/2007 01:30,471.41:q=A
03/17/2007 01:40,471.41:q=A
03/17/2007 01:50,471.41:q=A
03/17/2007 02:00,471.41:q=A
